,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,16,0.0,1.0,3.0,1.0
1,1.0,desktop,16,3.0,3.0,1.0,3.0
2,4.0,desktop,16,4.0,1.0,2.0,1.0
3,5.0,desktop,16,6.0,109.0,109.0,2.0
4,114.0,desktop,16,115.0,2.0,1.0,2.0
5,116.0,desktop,16,116.0,1.0,1.0,1.0
6,117.0,desktop,16,117.0,1.0,2.0,1.0
7,118.0,desktop,16,119.0,2.0,1.0,2.0
8,120.0,desktop,16,120.0,1.0,1.0,1.0
9,121.0,desktop,16,121.0,1.0,5.0,1.0
10,122.0,desktop,16,126.0,5.0,1.0,5.0
11,127.0,desktop,16,127.0,1.0,2.0,1.0
12,128.0,desktop,16,129.0,2.0,2.0,2.0
13,130.0,desktop,16,131.0,2.0,3.0,2.0
14,132.0,desktop,16,134.0,3.0,3.0,3.0
