,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,19,0.0,2.0,3.0,2.0
1,2.0,desktop,19,3.0,3.0,2.0,3.0
2,5.0,desktop,19,5.0,2.0,1.0,2.0
3,7.0,desktop,19,6.0,1.0,1.0,1.0
4,8.0,desktop,19,7.0,102.0,102.0,1.0
5,110.0,mobile,19,109.0,1.0,1.0,1.0
6,111.0,desktop,19,110.0,1.0,1.0,1.0
7,112.0,desktop,19,111.0,1.0,1.0,1.0
8,113.0,desktop,19,112.0,1.0,1.0,1.0
9,114.0,mobile,19,113.0,1.0,1.0,1.0
10,115.0,desktop,19,114.0,4.0,4.0,1.0
11,119.0,desktop,19,118.0,1.0,1.0,1.0
12,120.0,desktop,19,119.0,1.0,1.0,1.0
13,121.0,mobile,19,120.0,1.0,2.0,1.0
14,122.0,desktop,19,122.0,10.0,9.0,2.0
15,132.0,desktop,19,131.0,1.0,2.0,1.0
16,133.0,desktop,19,133.0,2.0,2.0,2.0
17,135.0,desktop,19,135.0,2.0,1.0,2.0
