,time,event0,event1,event2,event3,event4,event5
0,0.0,mobile,17,0.0,1.0,1.0,1.0
1,1.0,desktop,17,1.0,1.0,1.0,1.0
2,2.0,desktop,17,2.0,1.0,1.0,1.0
3,3.0,desktop,17,3.0,1.0,1.0,1.0
4,4.0,desktop,17,4.0,1.0,1.0,1.0
5,5.0,desktop,17,5.0,1.0,1.0,1.0
6,6.0,desktop,17,6.0,2.0,4.0,1.0
7,8.0,desktop,17,10.0,3.0,2.0,3.0
8,11.0,desktop,17,12.0,2.0,1.0,2.0
9,13.0,desktop,17,13.0,1.0,1.0,1.0
10,14.0,desktop,17,14.0,1.0,1.0,1.0
11,15.0,mobile,17,15.0,1.0,2.0,1.0
12,16.0,desktop,17,17.0,2.0,2.0,2.0
13,18.0,desktop,17,19.0,2.0,2.0,2.0
14,20.0,desktop,17,21.0,2.0,1.0,2.0
15,22.0,mobile,17,22.0,1.0,1.0,1.0
