,time,event0,event1,event2,event3,event4,event5
0,0.0,mobile,28,0.0,1.0,1.0,1.0
1,1.0,mobile,28,1.0,1.0,1.0,1.0
2,2.0,mobile,28,2.0,2.0,2.0,1.0
3,4.0,mobile,28,4.0,1.0,1.0,1.0
4,5.0,mobile,28,5.0,1.0,1.0,1.0
5,6.0,mobile,28,6.0,1.0,1.0,1.0
6,7.0,mobile,28,7.0,31.0,31.0,1.0
7,38.0,mobile,28,38.0,1.0,1.0,1.0
8,39.0,mobile,28,39.0,1.0,1.0,1.0
9,40.0,mobile,28,40.0,1.0,1.0,1.0
10,41.0,mobile,28,41.0,1.0,1.0,1.0
11,42.0,mobile,28,42.0,17.0,17.0,1.0
12,59.0,mobile,28,59.0,1.0,1.0,1.0
13,60.0,mobile,28,60.0,1.0,1.0,1.0
14,61.0,mobile,28,61.0,1.0,1.0,1.0
15,62.0,mobile,28,62.0,1.0,1.0,1.0
16,63.0,mobile,28,63.0,1.0,1.0,1.0
17,64.0,mobile,28,64.0,1.0,1.0,1.0
18,65.0,mobile,28,65.0,1.0,1.0,1.0
19,66.0,mobile,28,66.0,2.0,2.0,1.0
20,68.0,mobile,28,68.0,1.0,1.0,1.0
21,69.0,mobile,28,69.0,1.0,1.0,1.0
22,70.0,mobile,28,70.0,1.0,1.0,1.0
23,71.0,mobile,28,71.0,22.0,22.0,1.0
24,93.0,mobile,28,93.0,1.0,1.0,1.0
25,94.0,mobile,28,94.0,1.0,1.0,1.0
26,95.0,mobile,28,95.0,1.0,1.0,1.0
