,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,14,0.0,2.0,2.0,2.0
1,2.0,desktop,14,2.0,2.0,1.0,2.0
2,4.0,desktop,14,3.0,1.0,1.0,1.0
3,5.0,desktop,14,4.0,1.0,2.0,1.0
4,6.0,desktop,14,6.0,92.0,93.0,2.0
5,98.0,desktop,14,99.0,3.0,2.0,3.0
6,101.0,desktop,14,101.0,2.0,1.0,2.0
7,103.0,desktop,14,102.0,1.0,2.0,1.0
8,104.0,desktop,14,104.0,2.0,2.0,2.0
9,106.0,desktop,14,106.0,2.0,3.0,2.0
10,108.0,desktop,14,109.0,3.0,2.0,3.0
11,111.0,desktop,14,111.0,2.0,3.0,2.0
12,113.0,desktop,14,114.0,3.0,3.0,3.0
