,time,event0,event1,event2,event3,event4,event5
0,0.0,mobile,18,0.0,1.0,1.0,1.0
1,1.0,mobile,18,1.0,1.0,1.0,1.0
2,2.0,mobile,18,2.0,1.0,2.0,1.0
3,3.0,mobile,18,4.0,2.0,2.0,2.0
4,5.0,mobile,18,6.0,2.0,1.0,2.0
5,7.0,mobile,18,7.0,1.0,2.0,1.0
6,8.0,mobile,18,9.0,2.0,1.0,2.0
7,10.0,mobile,18,10.0,149.0,149.0,1.0
8,159.0,mobile,18,159.0,1.0,1.0,1.0
9,160.0,mobile,18,160.0,1.0,1.0,1.0
10,161.0,mobile,18,161.0,1.0,1.0,1.0
11,162.0,mobile,18,162.0,1.0,1.0,1.0
12,163.0,mobile,18,163.0,1.0,1.0,1.0
13,164.0,mobile,18,164.0,1.0,1.0,1.0
14,165.0,mobile,18,165.0,1.0,1.0,1.0
15,166.0,mobile,18,166.0,1.0,2.0,1.0
16,167.0,mobile,18,168.0,3.0,5.0,2.0
