,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,17,0.0,1.0,1.0,1.0
1,1.0,desktop,17,1.0,1.0,2.0,1.0
2,2.0,desktop,17,3.0,2.0,1.0,2.0
3,4.0,mobile,17,4.0,1.0,1.0,1.0
4,5.0,mobile,17,5.0,1.0,2.0,1.0
5,6.0,mobile,17,7.0,2.0,1.0,2.0
6,8.0,mobile,17,8.0,1.0,1.0,1.0
7,9.0,mobile,17,9.0,1.0,3.0,1.0
8,10.0,mobile,17,12.0,3.0,1.0,3.0
9,13.0,mobile,17,13.0,220.0,222.0,1.0
10,233.0,desktop,17,235.0,3.0,1.0,3.0
11,236.0,mobile,17,236.0,1.0,1.0,1.0
12,237.0,mobile,17,237.0,1.0,1.0,1.0
13,238.0,desktop,17,238.0,1.0,2.0,1.0
14,239.0,desktop,17,240.0,2.0,2.0,2.0
15,241.0,mobile,17,242.0,2.0,3.0,2.0
