,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,21,0.0,1.0,1.0,1.0
1,1.0,desktop,21,1.0,1.0,2.0,1.0
2,2.0,desktop,21,3.0,2.0,1.0,2.0
3,4.0,desktop,21,4.0,1.0,1.0,1.0
4,5.0,desktop,21,5.0,1.0,1.0,1.0
5,6.0,desktop,21,6.0,1.0,1.0,1.0
6,7.0,desktop,21,7.0,1.0,1.0,1.0
7,8.0,desktop,21,8.0,1.0,1.0,1.0
8,9.0,desktop,21,9.0,1.0,2.0,1.0
9,10.0,desktop,21,11.0,2.0,2.0,2.0
10,12.0,desktop,21,13.0,3.0,3.0,2.0
11,15.0,desktop,21,16.0,2.0,1.0,2.0
12,17.0,desktop,21,17.0,1.0,2.0,1.0
13,18.0,desktop,21,19.0,2.0,2.0,2.0
14,20.0,desktop,21,21.0,2.0,2.0,2.0
15,22.0,desktop,21,23.0,2.0,1.0,2.0
16,24.0,desktop,21,24.0,1.0,1.0,1.0
17,25.0,desktop,21,25.0,1.0,1.0,1.0
18,26.0,desktop,21,26.0,1.0,1.0,1.0
19,27.0,desktop,21,27.0,1.0,3.0,1.0
