,time,event0,event1,event2,event3,event4,event5
0,0.0,mobile,16,0.0,1.0,1.0,1.0
1,1.0,mobile,16,1.0,1.0,1.0,1.0
2,2.0,mobile,16,2.0,1.0,1.0,1.0
3,3.0,mobile,16,3.0,1.0,1.0,1.0
4,4.0,mobile,16,4.0,1.0,4.0,1.0
5,5.0,mobile,16,8.0,4.0,1.0,4.0
6,9.0,desktop,16,9.0,1.0,1.0,1.0
7,10.0,desktop,16,10.0,88.0,88.0,1.0
8,98.0,desktop,16,98.0,2.0,2.0,1.0
9,100.0,desktop,16,100.0,1.0,2.0,1.0
10,101.0,desktop,16,102.0,2.0,2.0,2.0
11,103.0,desktop,16,104.0,13.0,12.0,2.0
12,116.0,desktop,16,116.0,1.0,1.0,1.0
13,117.0,desktop,16,117.0,1.0,1.0,1.0
14,118.0,desktop,16,118.0,1.0,1.0,1.0
