,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,31,0.0,1.0,2.0,1.0
1,1.0,desktop,31,2.0,2.0,1.0,2.0
2,3.0,desktop,31,3.0,1.0,2.0,1.0
3,4.0,desktop,31,5.0,2.0,2.0,2.0
4,6.0,mobile,31,7.0,2.0,1.0,2.0
5,8.0,mobile,31,8.0,1.0,2.0,1.0
6,9.0,mobile,31,10.0,89.0,88.0,2.0
7,98.0,desktop,31,98.0,1.0,1.0,1.0
8,99.0,mobile,31,99.0,1.0,1.0,1.0
9,100.0,mobile,31,100.0,1.0,1.0,1.0
10,101.0,mobile,31,101.0,1.0,1.0,1.0
11,102.0,mobile,31,102.0,1.0,2.0,1.0
12,103.0,mobile,31,104.0,2.0,2.0,2.0
13,105.0,mobile,31,106.0,2.0,2.0,2.0
14,107.0,mobile,31,108.0,2.0,1.0,2.0
15,109.0,mobile,31,109.0,1.0,1.0,1.0
16,110.0,mobile,31,110.0,1.0,2.0,1.0
17,111.0,mobile,31,112.0,2.0,5.0,2.0
18,113.0,mobile,31,117.0,5.0,4.0,5.0
19,118.0,mobile,31,121.0,4.0,2.0,4.0
20,122.0,mobile,31,123.0,2.0,1.0,2.0
21,124.0,mobile,31,124.0,1.0,2.0,1.0
22,125.0,mobile,31,126.0,30.0,30.0,2.0
23,155.0,desktop,31,156.0,2.0,1.0,2.0
24,157.0,mobile,31,157.0,1.0,1.0,1.0
25,158.0,mobile,31,158.0,1.0,1.0,1.0
26,159.0,mobile,31,159.0,102.0,103.0,1.0
27,261.0,desktop,31,262.0,2.0,3.0,2.0
28,263.0,desktop,31,265.0,3.0,2.0,3.0
29,266.0,desktop,31,267.0,2.0,2.0,2.0
