,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,27,0.0,1.0,1.0,1.0
1,1.0,desktop,27,1.0,1.0,1.0,1.0
2,2.0,desktop,27,2.0,1.0,1.0,1.0
3,3.0,desktop,27,3.0,1.0,1.0,1.0
4,4.0,desktop,27,4.0,2.0,2.0,1.0
5,6.0,desktop,27,6.0,1.0,1.0,1.0
6,7.0,desktop,27,7.0,1.0,1.0,1.0
7,8.0,desktop,27,8.0,1.0,1.0,1.0
8,9.0,desktop,27,9.0,1.0,1.0,1.0
9,10.0,desktop,27,10.0,1.0,1.0,1.0
10,11.0,desktop,27,11.0,1.0,1.0,1.0
11,12.0,desktop,27,12.0,1.0,1.0,1.0
12,13.0,desktop,27,13.0,1.0,1.0,1.0
13,14.0,desktop,27,14.0,1.0,1.0,1.0
14,15.0,desktop,27,15.0,1.0,1.0,1.0
15,16.0,desktop,27,16.0,1.0,1.0,1.0
16,17.0,desktop,27,17.0,1.0,1.0,1.0
17,18.0,desktop,27,18.0,1.0,1.0,1.0
18,19.0,desktop,27,19.0,40.0,40.0,1.0
19,59.0,desktop,27,59.0,1.0,1.0,1.0
20,60.0,desktop,27,60.0,1.0,1.0,1.0
21,61.0,desktop,27,61.0,1.0,1.0,1.0
22,62.0,desktop,27,62.0,1.0,1.0,1.0
23,63.0,desktop,27,63.0,1.0,1.0,1.0
24,64.0,desktop,27,64.0,1.0,1.0,1.0
25,65.0,desktop,27,65.0,1.0,1.0,1.0
