,time,event0,event1,event2,event3,event4,event5
0,0.0,tablet,18,0.0,1.0,1.0,1.0
1,1.0,desktop,18,1.0,1.0,1.0,1.0
2,2.0,tablet,18,2.0,1.0,2.0,1.0
3,3.0,tablet,18,4.0,2.0,2.0,2.0
4,5.0,desktop,18,6.0,2.0,2.0,2.0
5,7.0,desktop,18,8.0,2.0,2.0,2.0
6,9.0,mobile,18,10.0,2.0,2.0,2.0
7,11.0,desktop,18,12.0,74.0,74.0,2.0
8,85.0,desktop,18,86.0,2.0,1.0,2.0
9,87.0,desktop,18,87.0,1.0,1.0,1.0
10,88.0,desktop,18,88.0,1.0,1.0,1.0
11,89.0,desktop,18,89.0,1.0,1.0,1.0
12,90.0,desktop,18,90.0,1.0,1.0,1.0
13,91.0,desktop,18,91.0,1.0,1.0,1.0
14,92.0,desktop,18,92.0,1.0,1.0,1.0
15,93.0,desktop,18,93.0,1.0,1.0,1.0
16,94.0,desktop,18,94.0,1.0,2.0,1.0
