,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,15,0.0,1.0,2.0,1.0
1,1.0,desktop,15,2.0,2.0,1.0,2.0
2,3.0,desktop,15,3.0,1.0,1.0,1.0
3,4.0,desktop,15,4.0,1.0,1.0,1.0
4,5.0,desktop,15,5.0,1.0,1.0,1.0
5,6.0,desktop,15,6.0,1.0,1.0,1.0
6,7.0,desktop,15,7.0,204.0,204.0,1.0
7,211.0,desktop,15,211.0,1.0,1.0,1.0
8,212.0,desktop,15,212.0,1.0,1.0,1.0
9,213.0,desktop,15,213.0,1.0,2.0,1.0
10,214.0,desktop,15,215.0,2.0,1.0,2.0
11,216.0,desktop,15,216.0,1.0,2.0,1.0
12,217.0,desktop,15,218.0,2.0,1.0,2.0
13,219.0,desktop,15,219.0,1.0,1.0,1.0
