,time,event0,event1,event2,event3,event4,event5
0,0.0,mobile,18,0.0,1.0,1.0,1.0
1,1.0,mobile,18,1.0,1.0,1.0,1.0
2,2.0,mobile,18,2.0,1.0,1.0,1.0
3,3.0,mobile,18,3.0,1.0,2.0,1.0
4,4.0,mobile,18,5.0,2.0,2.0,2.0
5,6.0,mobile,18,7.0,2.0,2.0,2.0
6,8.0,mobile,18,9.0,89.0,88.0,2.0
7,97.0,mobile,18,97.0,1.0,1.0,1.0
8,98.0,mobile,18,98.0,1.0,2.0,1.0
9,99.0,mobile,18,100.0,2.0,2.0,2.0
10,101.0,mobile,18,102.0,2.0,1.0,2.0
11,103.0,mobile,18,103.0,1.0,1.0,1.0
12,104.0,mobile,18,104.0,2.0,2.0,1.0
13,106.0,mobile,18,106.0,1.0,1.0,1.0
14,107.0,mobile,18,107.0,1.0,1.0,1.0
15,108.0,mobile,18,108.0,1.0,1.0,1.0
16,109.0,mobile,18,109.0,1.0,1.0,1.0
