,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,16,0.0,7.0,2.0,7.0
1,7.0,desktop,16,2.0,2.0,1.0,2.0
2,9.0,mobile,16,3.0,1.0,2.0,1.0
3,10.0,desktop,16,5.0,2.0,1.0,2.0
4,12.0,mobile,16,6.0,6.0,6.0,1.0
5,18.0,desktop,16,12.0,1.0,1.0,1.0
6,19.0,desktop,16,13.0,1.0,2.0,1.0
7,20.0,desktop,16,15.0,2.0,2.0,2.0
8,22.0,desktop,16,17.0,2.0,1.0,2.0
9,24.0,desktop,16,18.0,2.0,4.0,1.0
10,26.0,desktop,16,22.0,3.0,1.0,3.0
11,29.0,mobile,16,23.0,1.0,1.0,1.0
12,30.0,mobile,16,24.0,1.0,2.0,1.0
13,31.0,desktop,16,26.0,2.0,2.0,2.0
14,33.0,desktop,16,28.0,2.0,2.0,2.0
