,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,18,0.0,1.0,1.0,1.0
1,1.0,desktop,18,1.0,1.0,1.0,1.0
2,2.0,desktop,18,2.0,1.0,1.0,1.0
3,3.0,desktop,18,3.0,1.0,1.0,1.0
4,4.0,desktop,18,4.0,1.0,1.0,1.0
5,5.0,desktop,18,5.0,1.0,1.0,1.0
6,6.0,desktop,18,6.0,1.0,1.0,1.0
7,7.0,desktop,18,7.0,84.0,84.0,1.0
8,91.0,desktop,18,91.0,1.0,1.0,1.0
9,92.0,desktop,18,92.0,1.0,1.0,1.0
10,93.0,desktop,18,93.0,1.0,1.0,1.0
11,94.0,desktop,18,94.0,1.0,1.0,1.0
12,95.0,desktop,18,95.0,1.0,1.0,1.0
13,96.0,desktop,18,96.0,1.0,1.0,1.0
14,97.0,desktop,18,97.0,1.0,1.0,1.0
15,98.0,desktop,18,98.0,1.0,1.0,1.0
16,99.0,desktop,18,99.0,1.0,1.0,1.0
