,time,event0,event1,event2,event3,event4,event5
0,0.0,tablet,16,0.0,3.0,1.0,3.0
1,3.0,desktop,16,1.0,1.0,1.0,1.0
2,4.0,desktop,16,2.0,1.0,1.0,1.0
3,5.0,desktop,16,3.0,1.0,1.0,1.0
4,6.0,desktop,16,4.0,1.0,3.0,1.0
5,7.0,desktop,16,7.0,3.0,1.0,3.0
6,10.0,desktop,16,8.0,1.0,1.0,1.0
7,11.0,desktop,16,9.0,1.0,1.0,1.0
8,12.0,desktop,16,10.0,1.0,1.0,1.0
9,13.0,desktop,16,11.0,1.0,1.0,1.0
10,14.0,tablet,16,12.0,1.0,1.0,1.0
11,15.0,desktop,16,13.0,1.0,1.0,1.0
12,16.0,desktop,16,14.0,1.0,1.0,1.0
13,17.0,desktop,16,15.0,1.0,2.0,1.0
14,18.0,desktop,16,17.0,2.0,1.0,2.0
