,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,14,0.0,3.0,2.0,3.0
1,3.0,desktop,14,2.0,2.0,2.0,2.0
2,5.0,desktop,14,4.0,2.0,1.0,2.0
3,7.0,desktop,14,5.0,1.0,1.0,1.0
4,8.0,desktop,14,6.0,187.0,187.0,1.0
5,195.0,desktop,14,193.0,1.0,2.0,1.0
6,196.0,desktop,14,195.0,2.0,1.0,2.0
7,198.0,desktop,14,196.0,1.0,1.0,1.0
8,199.0,desktop,14,197.0,1.0,1.0,1.0
9,200.0,desktop,14,198.0,1.0,1.0,1.0
10,201.0,desktop,14,199.0,1.0,2.0,1.0
11,202.0,desktop,14,201.0,2.0,1.0,2.0
12,204.0,desktop,14,202.0,1.0,1.0,1.0
