,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,15,0.0,2.0,1.0,2.0
1,2.0,desktop,15,1.0,1.0,1.0,1.0
2,3.0,desktop,15,2.0,1.0,1.0,1.0
3,4.0,desktop,15,3.0,1.0,3.0,1.0
4,5.0,desktop,15,6.0,3.0,2.0,3.0
5,8.0,desktop,15,8.0,2.0,1.0,2.0
6,10.0,desktop,15,9.0,2.0,2.0,1.0
7,12.0,desktop,15,11.0,1.0,1.0,1.0
8,13.0,mobile,15,12.0,1.0,2.0,1.0
9,14.0,desktop,15,14.0,2.0,1.0,2.0
10,16.0,desktop,15,15.0,1.0,1.0,1.0
11,17.0,desktop,15,16.0,1.0,1.0,1.0
12,18.0,desktop,15,17.0,1.0,2.0,1.0
13,19.0,desktop,15,19.0,2.0,2.0,2.0
