,time,event0,event1,event2,event3,event4,event5
0,0.0,tablet,23,0.0,1.0,3.0,1.0
1,1.0,tablet,23,3.0,3.0,3.0,3.0
2,4.0,tablet,23,6.0,3.0,3.0,3.0
3,7.0,tablet,23,9.0,3.0,3.0,3.0
4,10.0,tablet,23,12.0,3.0,2.0,3.0
5,13.0,tablet,23,14.0,2.0,1.0,2.0
6,15.0,tablet,23,15.0,157.0,157.0,1.0
7,172.0,tablet,23,172.0,1.0,3.0,1.0
8,173.0,tablet,23,175.0,3.0,1.0,3.0
9,176.0,tablet,23,176.0,1.0,1.0,1.0
10,177.0,tablet,23,177.0,1.0,1.0,1.0
11,178.0,tablet,23,178.0,2.0,3.0,1.0
12,180.0,desktop,23,181.0,2.0,3.0,2.0
13,182.0,desktop,23,184.0,3.0,2.0,3.0
14,185.0,tablet,23,186.0,2.0,4.0,2.0
15,187.0,tablet,23,190.0,4.0,1.0,4.0
16,191.0,tablet,23,191.0,1.0,1.0,1.0
17,192.0,desktop,23,192.0,1.0,2.0,1.0
18,193.0,tablet,23,194.0,2.0,3.0,2.0
19,195.0,tablet,23,197.0,3.0,1.0,3.0
20,198.0,desktop,23,198.0,1.0,1.0,1.0
21,199.0,tablet,23,199.0,1.0,1.0,1.0
