,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,17,0.0,1.0,3.0,1.0
1,1.0,desktop,17,3.0,3.0,2.0,3.0
2,4.0,desktop,17,5.0,2.0,2.0,2.0
3,6.0,desktop,17,7.0,104.0,103.0,2.0
4,110.0,desktop,17,110.0,1.0,1.0,1.0
5,111.0,desktop,17,111.0,1.0,1.0,1.0
6,112.0,desktop,17,112.0,1.0,1.0,1.0
7,113.0,desktop,17,113.0,1.0,1.0,1.0
8,114.0,desktop,17,114.0,81.0,81.0,1.0
9,195.0,desktop,17,195.0,1.0,1.0,1.0
10,196.0,desktop,17,196.0,1.0,1.0,1.0
11,197.0,desktop,17,197.0,1.0,2.0,1.0
12,198.0,desktop,17,199.0,4.0,5.0,2.0
13,202.0,desktop,17,204.0,3.0,1.0,3.0
14,205.0,desktop,17,205.0,1.0,1.0,1.0
15,206.0,desktop,17,206.0,1.0,2.0,1.0
