,time,event0,event1,event2,event3,event4,event5
0,0.0,mobile,20,0.0,1.0,2.0,1.0
1,1.0,mobile,20,2.0,2.0,2.0,2.0
2,3.0,desktop,20,4.0,2.0,1.0,2.0
3,5.0,desktop,20,5.0,1.0,2.0,1.0
4,6.0,desktop,20,7.0,3.0,2.0,2.0
5,9.0,desktop,20,9.0,1.0,2.0,1.0
6,10.0,desktop,20,11.0,2.0,4.0,2.0
7,12.0,desktop,20,15.0,4.0,1.0,4.0
8,16.0,mobile,20,16.0,1.0,2.0,1.0
9,17.0,desktop,20,18.0,2.0,4.0,2.0
10,19.0,mobile,20,22.0,5.0,2.0,4.0
11,24.0,desktop,20,24.0,1.0,1.0,1.0
12,25.0,desktop,20,25.0,1.0,1.0,1.0
13,26.0,desktop,20,26.0,1.0,1.0,1.0
14,27.0,desktop,20,27.0,1.0,1.0,1.0
15,28.0,mobile,20,28.0,133.0,136.0,1.0
16,161.0,desktop,20,164.0,4.0,1.0,4.0
17,165.0,desktop,20,165.0,1.0,3.0,1.0
18,166.0,desktop,20,168.0,3.0,1.0,3.0
