,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,18,0.0,1.0,1.0,1.0
1,1.0,desktop,18,1.0,1.0,1.0,1.0
2,2.0,desktop,18,2.0,1.0,1.0,1.0
3,3.0,desktop,18,3.0,1.0,1.0,1.0
4,4.0,desktop,18,4.0,1.0,1.0,1.0
5,5.0,desktop,18,5.0,1.0,1.0,1.0
6,6.0,desktop,18,6.0,68.0,68.0,1.0
7,74.0,mobile,18,74.0,1.0,1.0,1.0
8,75.0,desktop,18,75.0,1.0,1.0,1.0
9,76.0,desktop,18,76.0,1.0,1.0,1.0
10,77.0,desktop,18,77.0,1.0,2.0,1.0
11,78.0,desktop,18,79.0,89.0,90.0,2.0
12,167.0,desktop,18,169.0,3.0,1.0,3.0
13,170.0,desktop,18,170.0,1.0,1.0,1.0
14,171.0,mobile,18,171.0,1.0,2.0,1.0
15,172.0,mobile,18,173.0,2.0,1.0,2.0
16,174.0,mobile,18,174.0,1.0,1.0,1.0
