,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,20,0.0,1.0,1.0,1.0
1,1.0,desktop,20,1.0,1.0,1.0,1.0
2,2.0,desktop,20,2.0,1.0,2.0,1.0
3,3.0,desktop,20,4.0,2.0,1.0,2.0
4,5.0,desktop,20,5.0,1.0,1.0,1.0
5,6.0,desktop,20,6.0,1.0,2.0,1.0
6,7.0,desktop,20,8.0,2.0,1.0,2.0
7,9.0,desktop,20,9.0,1.0,1.0,1.0
8,10.0,desktop,20,10.0,69.0,69.0,1.0
9,79.0,desktop,20,79.0,1.0,2.0,1.0
10,80.0,desktop,20,81.0,2.0,2.0,2.0
11,82.0,desktop,20,83.0,2.0,1.0,2.0
12,84.0,desktop,20,84.0,1.0,1.0,1.0
13,85.0,desktop,20,85.0,1.0,1.0,1.0
14,86.0,desktop,20,86.0,1.0,1.0,1.0
15,87.0,desktop,20,87.0,1.0,1.0,1.0
16,88.0,desktop,20,88.0,1.0,1.0,1.0
17,89.0,desktop,20,89.0,1.0,3.0,1.0
18,90.0,desktop,20,92.0,3.0,7.0,3.0
