,time,event0,event1,event2,event3,event4,event5
0,0.0,tablet,16,0.0,2.0,3.0,2.0
1,2.0,tablet,16,3.0,3.0,1.0,3.0
2,5.0,tablet,16,4.0,1.0,1.0,1.0
3,6.0,tablet,16,5.0,1.0,2.0,1.0
4,7.0,tablet,16,7.0,142.0,144.0,2.0
5,149.0,desktop,16,151.0,4.0,3.0,4.0
6,153.0,desktop,16,154.0,3.0,2.0,3.0
7,156.0,desktop,16,156.0,2.0,3.0,2.0
8,158.0,desktop,16,159.0,74.0,73.0,3.0
9,232.0,desktop,16,232.0,2.0,1.0,2.0
10,234.0,desktop,16,233.0,1.0,2.0,1.0
11,235.0,desktop,16,235.0,2.0,2.0,2.0
12,237.0,desktop,16,237.0,2.0,2.0,2.0
13,239.0,desktop,16,239.0,2.0,3.0,2.0
14,241.0,desktop,16,242.0,3.0,1.0,3.0
