,time,event0,event1,event2,event3,event4,event5
0,0.0,tablet,16,0.0,1.0,1.0,1.0
1,1.0,tablet,16,1.0,1.0,3.0,1.0
2,2.0,tablet,16,4.0,3.0,2.0,3.0
3,5.0,mobile,16,6.0,2.0,2.0,2.0
4,7.0,tablet,16,8.0,2.0,1.0,2.0
5,9.0,mobile,16,9.0,1.0,1.0,1.0
6,10.0,mobile,16,10.0,1.0,2.0,1.0
7,11.0,tablet,16,12.0,2.0,2.0,2.0
8,13.0,tablet,16,14.0,2.0,2.0,2.0
9,15.0,tablet,16,16.0,2.0,1.0,2.0
10,17.0,tablet,16,17.0,1.0,1.0,1.0
11,18.0,tablet,16,18.0,1.0,1.0,1.0
12,19.0,tablet,16,19.0,1.0,2.0,1.0
13,20.0,tablet,16,21.0,2.0,1.0,2.0
14,22.0,tablet,16,22.0,1.0,1.0,1.0
