,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,14,0.0,1.0,2.0,1.0
1,1.0,desktop,14,2.0,2.0,2.0,2.0
2,3.0,desktop,14,4.0,2.0,1.0,2.0
3,5.0,desktop,14,5.0,71.0,73.0,1.0
4,76.0,desktop,14,78.0,3.0,1.0,3.0
5,79.0,desktop,14,79.0,1.0,1.0,1.0
6,80.0,desktop,14,80.0,1.0,1.0,1.0
7,81.0,desktop,14,81.0,1.0,2.0,1.0
8,82.0,desktop,14,83.0,2.0,1.0,2.0
9,84.0,desktop,14,84.0,1.0,3.0,1.0
10,85.0,desktop,14,87.0,3.0,1.0,3.0
11,88.0,desktop,14,88.0,1.0,2.0,1.0
12,89.0,desktop,14,90.0,2.0,1.0,2.0
