,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,22,0.0,3.0,3.0,3.0
1,3.0,desktop,22,3.0,3.0,2.0,3.0
2,6.0,desktop,22,5.0,2.0,1.0,2.0
3,8.0,desktop,22,6.0,5.0,6.0,1.0
4,13.0,desktop,22,12.0,2.0,2.0,2.0
5,15.0,desktop,22,14.0,2.0,2.0,2.0
6,17.0,desktop,22,16.0,2.0,4.0,2.0
7,19.0,desktop,22,20.0,4.0,1.0,4.0
8,23.0,desktop,22,21.0,1.0,2.0,1.0
9,24.0,desktop,22,23.0,2.0,4.0,2.0
10,26.0,desktop,22,27.0,4.0,2.0,4.0
11,30.0,desktop,22,29.0,2.0,1.0,2.0
12,32.0,desktop,22,30.0,8.0,8.0,1.0
13,40.0,desktop,22,38.0,1.0,4.0,1.0
14,41.0,desktop,22,42.0,4.0,3.0,4.0
15,45.0,desktop,22,45.0,3.0,4.0,3.0
16,48.0,desktop,22,49.0,20.0,17.0,4.0
17,68.0,desktop,22,66.0,1.0,3.0,1.0
18,69.0,desktop,22,69.0,3.0,2.0,3.0
19,72.0,desktop,22,71.0,2.0,4.0,2.0
20,74.0,desktop,22,75.0,4.0,1.0,4.0
