,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,18,0.0,2.0,2.0,2.0
1,2.0,desktop,18,2.0,2.0,1.0,2.0
2,4.0,mobile,18,3.0,1.0,3.0,1.0
3,5.0,desktop,18,6.0,3.0,1.0,3.0
4,8.0,desktop,18,7.0,1.0,1.0,1.0
5,9.0,desktop,18,8.0,1.0,1.0,1.0
6,10.0,desktop,18,9.0,1.0,2.0,1.0
7,11.0,desktop,18,11.0,2.0,2.0,2.0
8,13.0,mobile,18,13.0,2.0,2.0,2.0
9,15.0,desktop,18,15.0,2.0,1.0,2.0
10,17.0,desktop,18,16.0,1.0,1.0,1.0
11,18.0,desktop,18,17.0,1.0,1.0,1.0
12,19.0,desktop,18,18.0,1.0,1.0,1.0
13,20.0,desktop,18,19.0,1.0,1.0,1.0
14,21.0,desktop,18,20.0,1.0,1.0,1.0
15,22.0,desktop,18,21.0,1.0,1.0,1.0
16,23.0,desktop,18,22.0,1.0,1.0,1.0
