,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,22,0.0,1.0,3.0,1.0
1,1.0,desktop,22,3.0,3.0,3.0,3.0
2,4.0,desktop,22,6.0,3.0,1.0,3.0
3,7.0,desktop,22,7.0,1.0,1.0,1.0
4,8.0,desktop,22,8.0,1.0,2.0,1.0
5,9.0,desktop,22,10.0,2.0,1.0,2.0
6,11.0,mobile,22,11.0,1.0,2.0,1.0
7,12.0,desktop,22,13.0,146.0,145.0,2.0
8,158.0,mobile,22,158.0,1.0,1.0,1.0
9,159.0,mobile,22,159.0,1.0,1.0,1.0
10,160.0,mobile,22,160.0,1.0,1.0,1.0
11,161.0,mobile,22,161.0,27.0,28.0,1.0
12,188.0,desktop,22,189.0,2.0,1.0,2.0
13,190.0,desktop,22,190.0,1.0,1.0,1.0
14,191.0,desktop,22,191.0,1.0,3.0,1.0
15,192.0,desktop,22,194.0,3.0,1.0,3.0
16,195.0,desktop,22,195.0,3.0,3.0,1.0
17,198.0,desktop,22,198.0,1.0,4.0,1.0
18,199.0,desktop,22,202.0,4.0,1.0,4.0
19,203.0,desktop,22,203.0,1.0,1.0,1.0
20,204.0,desktop,22,204.0,1.0,1.0,1.0
