,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,14,0.0,1.0,1.0,1.0
1,1.0,mobile,14,1.0,1.0,1.0,1.0
2,2.0,desktop,14,2.0,1.0,1.0,1.0
3,3.0,desktop,14,3.0,1.0,1.0,1.0
4,4.0,mobile,14,4.0,117.0,117.0,1.0
5,121.0,desktop,14,121.0,1.0,1.0,1.0
6,122.0,desktop,14,122.0,1.0,1.0,1.0
7,123.0,desktop,14,123.0,1.0,1.0,1.0
8,124.0,desktop,14,124.0,1.0,1.0,1.0
9,125.0,desktop,14,125.0,1.0,1.0,1.0
10,126.0,desktop,14,126.0,1.0,1.0,1.0
11,127.0,desktop,14,127.0,1.0,2.0,1.0
12,128.0,desktop,14,129.0,2.0,1.0,2.0
