,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,19,0.0,1.0,1.0,1.0
1,1.0,desktop,19,1.0,1.0,2.0,1.0
2,2.0,desktop,19,3.0,2.0,1.0,2.0
3,4.0,desktop,19,4.0,153.0,154.0,1.0
4,157.0,desktop,19,158.0,2.0,2.0,2.0
5,159.0,desktop,19,160.0,2.0,2.0,2.0
6,161.0,desktop,19,162.0,2.0,2.0,2.0
7,163.0,desktop,19,164.0,2.0,1.0,2.0
8,165.0,desktop,19,165.0,2.0,2.0,1.0
9,167.0,desktop,19,167.0,1.0,1.0,1.0
10,168.0,desktop,19,168.0,1.0,1.0,1.0
11,169.0,desktop,19,169.0,1.0,1.0,1.0
12,170.0,desktop,19,170.0,1.0,2.0,1.0
13,171.0,desktop,19,172.0,2.0,2.0,2.0
14,173.0,desktop,19,174.0,2.0,1.0,2.0
15,175.0,desktop,19,175.0,1.0,2.0,1.0
16,176.0,desktop,19,177.0,2.0,1.0,2.0
17,178.0,desktop,19,178.0,1.0,1.0,1.0
