,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,18,0.0,1.0,1.0,1.0
1,1.0,desktop,18,1.0,1.0,1.0,1.0
2,2.0,desktop,18,2.0,1.0,1.0,1.0
3,3.0,desktop,18,3.0,1.0,1.0,1.0
4,4.0,desktop,18,4.0,1.0,1.0,1.0
5,5.0,desktop,18,5.0,1.0,1.0,1.0
6,6.0,desktop,18,6.0,78.0,78.0,1.0
7,84.0,desktop,18,84.0,1.0,1.0,1.0
8,85.0,desktop,18,85.0,1.0,1.0,1.0
9,86.0,desktop,18,86.0,1.0,1.0,1.0
10,87.0,desktop,18,87.0,1.0,1.0,1.0
11,88.0,mobile,18,88.0,1.0,1.0,1.0
12,89.0,desktop,18,89.0,110.0,112.0,1.0
13,199.0,mobile,18,201.0,3.0,1.0,3.0
14,202.0,desktop,18,202.0,1.0,2.0,1.0
15,203.0,desktop,18,204.0,2.0,1.0,2.0
16,205.0,desktop,18,205.0,1.0,2.0,1.0
