,time,event0,event1,event2,event3,event4,event5
0,0.0,mobile,16,0.0,1.0,2.0,1.0
1,1.0,mobile,16,2.0,2.0,1.0,2.0
2,3.0,mobile,16,3.0,1.0,2.0,1.0
3,4.0,mobile,16,5.0,2.0,1.0,2.0
4,6.0,mobile,16,6.0,1.0,2.0,1.0
5,7.0,mobile,16,8.0,57.0,56.0,2.0
6,64.0,desktop,16,64.0,1.0,3.0,1.0
7,65.0,desktop,16,67.0,3.0,1.0,3.0
8,68.0,tablet,16,68.0,1.0,2.0,1.0
9,69.0,mobile,16,70.0,2.0,1.0,2.0
10,71.0,mobile,16,71.0,1.0,1.0,1.0
11,72.0,mobile,16,72.0,138.0,138.0,1.0
12,210.0,desktop,16,210.0,1.0,1.0,1.0
13,211.0,desktop,16,211.0,1.0,1.0,1.0
14,212.0,mobile,16,212.0,1.0,1.0,1.0
