,time,event0,event1,event2,event3,event4,event5
0,0.0,desktop,16,0.0,4.0,2.0,4.0
1,4.0,desktop,16,2.0,2.0,2.0,2.0
2,6.0,desktop,16,4.0,2.0,1.0,2.0
3,8.0,desktop,16,5.0,1.0,2.0,1.0
4,9.0,desktop,16,7.0,2.0,1.0,2.0
5,11.0,desktop,16,8.0,1.0,1.0,1.0
6,12.0,desktop,16,9.0,1.0,1.0,1.0
7,13.0,desktop,16,10.0,1.0,1.0,1.0
8,14.0,desktop,16,11.0,1.0,2.0,1.0
9,15.0,desktop,16,13.0,2.0,5.0,2.0
10,17.0,desktop,16,18.0,5.0,1.0,5.0
11,22.0,desktop,16,19.0,1.0,4.0,1.0
12,23.0,desktop,16,23.0,4.0,3.0,4.0
13,27.0,desktop,16,26.0,3.0,1.0,3.0
14,30.0,desktop,16,27.0,1.0,2.0,1.0
