,time,event0,event1,event2,event3,event4,event5
0,0.0,mobile,16,0.0,1.0,1.0,1.0
1,1.0,mobile,16,1.0,1.0,1.0,1.0
2,2.0,mobile,16,2.0,1.0,1.0,1.0
3,3.0,mobile,16,3.0,1.0,1.0,1.0
4,4.0,mobile,16,4.0,1.0,1.0,1.0
5,5.0,mobile,16,5.0,1.0,1.0,1.0
6,6.0,mobile,16,6.0,169.0,169.0,1.0
7,175.0,mobile,16,175.0,1.0,1.0,1.0
8,176.0,mobile,16,176.0,1.0,1.0,1.0
9,177.0,mobile,16,177.0,1.0,1.0,1.0
10,178.0,mobile,16,178.0,2.0,2.0,1.0
11,180.0,mobile,16,180.0,1.0,1.0,1.0
12,181.0,mobile,16,181.0,1.0,1.0,1.0
13,182.0,mobile,16,182.0,1.0,1.0,1.0
14,183.0,mobile,16,183.0,1.0,1.0,1.0
