,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
63786,63786,63786,259146,mobile,26022,13,0.0,2016-02-26,2,1,2,4
63787,63787,63787,259146,mobile,13691,13,2.0,2016-02-27,1,2,1,4
63788,63788,63788,259146,mobile,59134,13,3.0,2016-02-29,2,3,2,4
63789,63789,63789,259146,mobile,63151,13,5.0,2016-03-03,119,117,3,4
63790,63790,63790,259146,mobile,19333,13,124.0,2016-06-28,1,1,1,4
63791,63791,63791,259146,tablet,37601,13,125.0,2016-06-29,1,1,1,4
63792,63792,63792,259146,tablet,1603,13,126.0,2016-06-30,1,2,1,4
63793,63793,63793,259146,tablet,21929,13,127.0,2016-07-02,2,1,2,4
63794,63794,63794,259146,tablet,18083,13,129.0,2016-07-03,178,178,1,4
63795,63795,63795,259146,tablet,29319,13,307.0,2016-12-28,1,2,1,4
63796,63796,63796,259146,mobile,27404,13,308.0,2016-12-30,2,1,2,4
63797,63797,63797,259146,mobile,27404,13,310.0,2016-12-31,1,1,1,4
63798,63798,63798,259146,tablet,0,13,311.0,2017-01-01,9999,9999,1,4
