,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
94077,94077,94077,382322,desktop,18673,14,0.0,2016-09-21,1,2,1,4
94078,94078,94078,382322,desktop,23921,14,1.0,2016-09-23,2,1,2,4
94079,94079,94079,382322,desktop,21987,14,3.0,2016-09-24,1,1,1,4
94080,94080,94080,382322,mobile,65322,14,4.0,2016-09-25,2,2,1,4
94081,94081,94081,382322,desktop,13931,14,6.0,2016-09-27,1,1,1,4
94082,94082,94082,382322,desktop,42682,14,7.0,2016-09-28,1,3,1,4
94083,94083,94083,382322,desktop,7796,14,8.0,2016-10-01,3,2,3,4
94084,94084,94084,382322,mobile,10497,14,11.0,2016-10-03,2,2,2,4
94085,94085,94085,382322,desktop,17429,14,13.0,2016-10-05,2,1,2,4
94086,94086,94086,382322,desktop,44103,14,15.0,2016-10-06,1,1,1,4
94087,94087,94087,382322,mobile,27304,14,16.0,2016-10-07,1,1,1,4
94088,94088,94088,382322,mobile,55918,14,17.0,2016-10-08,1,1,1,4
94089,94089,94089,382322,mobile,63834,14,18.0,2016-10-09,1,1,1,4
94090,94090,94090,382322,mobile,37309,14,19.0,2016-10-10,9999,9999,1,4
