,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
3697,3697,3697,14465,desktop,29770,10,0.0,2016-06-28,3,3,3,3
3698,3698,3698,14465,desktop,16521,10,3.0,2016-07-01,3,1,3,3
3699,3699,3699,14465,desktop,67353,10,6.0,2016-07-02,1,3,1,3
3700,3700,3700,14465,desktop,44869,10,7.0,2016-07-05,3,2,3,3
3701,3701,3701,14465,desktop,45188,10,10.0,2016-07-07,2,4,2,3
3702,3702,3702,14465,desktop,26235,10,12.0,2016-07-11,52,50,4,3
3703,3703,3703,14465,mobile,18845,10,64.0,2016-08-30,3,3,2,3
3704,3704,3704,14465,mobile,10792,10,67.0,2016-09-02,2,1,2,3
3705,3705,3705,14465,mobile,56498,10,69.0,2016-09-03,1,2,1,3
3706,3706,3706,14465,mobile,56498,10,70.0,2016-09-05,9999,9999,2,3
