,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
6920,6920,6920,27495,desktop,17869,13,0.0,2016-01-29,1,3,1,4
6921,6921,6921,27495,desktop,55128,13,1.0,2016-02-01,3,1,3,4
6922,6922,6922,27495,desktop,12426,13,4.0,2016-02-02,1,1,1,4
6923,6923,6923,27495,desktop,9608,13,5.0,2016-02-03,1,2,1,4
6924,6924,6924,27495,desktop,0,13,6.0,2016-02-05,71,71,2,4
6925,6925,6925,27495,desktop,37156,13,77.0,2016-04-16,2,1,2,4
6926,6926,6926,27495,desktop,12426,13,79.0,2016-04-17,1,1,1,4
6927,6927,6927,27495,desktop,61779,13,80.0,2016-04-18,1,3,1,4
6928,6928,6928,27495,desktop,11115,13,81.0,2016-04-21,95,93,3,4
6929,6929,6929,27495,desktop,35210,13,176.0,2016-07-23,1,1,1,4
6930,6930,6930,27495,desktop,15643,13,177.0,2016-07-24,1,2,1,4
6931,6931,6931,27495,desktop,2361,13,178.0,2016-07-26,2,1,2,4
6932,6932,6932,27495,desktop,36170,13,180.0,2016-07-27,9999,9999,1,4
