,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
46140,46140,46140,185634,mobile,55763,12,0.0,2016-04-02,2,4,2,4
46141,46141,46141,185634,mobile,36063,12,2.0,2016-04-06,4,3,4,4
46142,46142,46142,185634,mobile,44869,12,6.0,2016-04-09,3,1,3,4
46143,46143,46143,185634,mobile,0,12,9.0,2016-04-10,49,49,1,4
46144,46144,46144,185634,mobile,40337,12,58.0,2016-05-29,1,1,1,4
46145,46145,46145,185634,mobile,61320,12,59.0,2016-05-30,1,1,1,4
46146,46146,46146,185634,mobile,7551,12,60.0,2016-05-31,1,1,1,4
46147,46147,46147,185634,mobile,27558,12,61.0,2016-06-01,1,1,1,4
46148,46148,46148,185634,mobile,63628,12,62.0,2016-06-02,1,1,1,4
46149,46149,46149,185634,mobile,5405,12,63.0,2016-06-03,1,1,1,4
46150,46150,46150,185634,mobile,48222,12,64.0,2016-06-04,1,1,1,4
46151,46151,46151,185634,mobile,9698,12,65.0,2016-06-05,9999,9999,1,4
