,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
43321,43321,43321,173451,desktop,48968,12,0.0,2016-02-22,1,2,1,4
43322,43322,43322,173451,desktop,49432,12,1.0,2016-02-24,2,2,2,4
43323,43323,43323,173451,desktop,48968,12,3.0,2016-02-26,2,1,2,4
43324,43324,43324,173451,desktop,8335,12,5.0,2016-02-27,1,1,1,4
43325,43325,43325,173451,desktop,21328,12,6.0,2016-02-28,1,1,1,4
43326,43326,43326,173451,desktop,49087,12,7.0,2016-02-29,1,1,1,4
43327,43327,43327,173451,desktop,29165,12,8.0,2016-03-01,1,1,1,4
43328,43328,43328,173451,desktop,0,12,9.0,2016-03-02,153,155,1,4
43329,43329,43329,173451,desktop,56503,12,162.0,2016-08-04,3,3,3,4
43330,43330,43330,173451,desktop,29952,12,165.0,2016-08-07,3,8,3,4
43331,43331,43331,173451,desktop,27015,12,168.0,2016-08-15,8,1,8,4
43332,43332,43332,173451,desktop,55163,12,176.0,2016-08-16,9999,9999,1,4
