,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
25407,25407,25407,102271,desktop,2553,10,0.0,2016-07-11,1,1,1,3
25408,25408,25408,102271,desktop,58779,10,1.0,2016-07-12,1,1,1,3
25409,25409,25409,102271,desktop,6542,10,2.0,2016-07-13,1,1,1,3
25410,25410,25410,102271,desktop,29319,10,3.0,2016-07-14,1,1,1,3
25411,25411,25411,102271,mobile,23921,10,4.0,2016-07-15,1,1,1,3
25412,25412,25412,102271,desktop,38023,10,5.0,2016-07-16,1,1,1,3
25413,25413,25413,102271,desktop,65322,10,6.0,2016-07-17,1,1,1,3
25414,25414,25414,102271,desktop,22175,10,7.0,2016-07-18,1,1,1,3
25415,25415,25415,102271,desktop,13931,10,8.0,2016-07-19,1,1,1,3
25416,25416,25416,102271,desktop,42682,10,9.0,2016-07-20,9999,9999,1,3
