,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
32501,32501,32501,131359,desktop,16045,16,0.0,2016-10-03,2,2,2,4
32502,32502,32502,131359,desktop,40583,16,2.0,2016-10-05,2,2,2,4
32503,32503,32503,131359,desktop,4574,16,4.0,2016-10-07,2,1,2,4
32504,32504,32504,131359,desktop,0,16,6.0,2016-10-08,24,24,1,4
32505,32505,32505,131359,mobile,37885,16,30.0,2016-11-01,1,1,1,4
32506,32506,32506,131359,mobile,44965,16,31.0,2016-11-02,1,1,1,4
32507,32507,32507,131359,mobile,52755,16,32.0,2016-11-03,1,1,1,4
32508,32508,32508,131359,desktop,52755,16,33.0,2016-11-04,1,1,1,4
32509,32509,32509,131359,desktop,7410,16,34.0,2016-11-05,1,1,1,4
32510,32510,32510,131359,desktop,67257,16,35.0,2016-11-06,40,41,1,4
32511,32511,32511,131359,desktop,1537,16,75.0,2016-12-17,2,2,2,4
32512,32512,32512,131359,desktop,39652,16,77.0,2016-12-19,2,2,2,4
32513,32513,32513,131359,desktop,35997,16,79.0,2016-12-21,2,2,2,4
32514,32514,32514,131359,desktop,31890,16,81.0,2016-12-23,2,1,2,4
32515,32515,32515,131359,desktop,6475,16,83.0,2016-12-24,1,2,1,4
32516,32516,32516,131359,desktop,0,16,84.0,2016-12-26,9999,9999,2,4
