,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
62414,62414,62414,253496,desktop,24969,16,0.0,2016-07-03,1,1,1,4
62415,62415,62415,253496,desktop,54389,16,1.0,2016-07-04,1,1,1,4
62416,62416,62416,253496,desktop,58779,16,2.0,2016-07-05,1,1,1,4
62417,62417,62417,253496,desktop,59163,16,3.0,2016-07-06,1,2,1,4
62418,62418,62418,253496,desktop,6851,16,4.0,2016-07-08,13,12,2,4
62419,62419,62419,253496,desktop,52818,16,17.0,2016-07-20,1,1,1,4
62420,62420,62420,253496,desktop,19333,16,18.0,2016-07-21,1,1,1,4
62421,62421,62421,253496,desktop,18083,16,19.0,2016-07-22,1,1,1,4
62422,62422,62422,253496,desktop,46258,16,20.0,2016-07-23,1,2,1,4
62423,62423,62423,253496,desktop,29770,16,21.0,2016-07-25,2,1,2,4
62424,62424,62424,253496,desktop,2201,16,23.0,2016-07-26,1,1,1,4
62425,62425,62425,253496,desktop,55196,16,24.0,2016-07-27,1,1,1,4
62426,62426,62426,253496,desktop,57988,16,25.0,2016-07-28,1,2,1,4
62427,62427,62427,253496,desktop,21929,16,26.0,2016-07-30,2,1,2,4
62428,62428,62428,253496,desktop,63418,16,28.0,2016-07-31,1,3,1,4
62429,62429,62429,253496,desktop,16521,16,29.0,2016-08-03,9999,9999,3,4
