,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
67293,67293,67293,273569,desktop,54747,10,0.0,2016-07-09,1,2,1,3
67294,67294,67294,273569,desktop,48149,10,1.0,2016-07-11,2,4,2,3
67295,67295,67295,273569,desktop,43675,10,3.0,2016-07-15,4,4,4,3
67296,67296,67296,273569,desktop,62185,10,7.0,2016-07-19,4,2,4,3
67297,67297,67297,273569,desktop,54747,10,11.0,2016-07-21,2,3,2,3
67298,67298,67298,273569,desktop,40565,10,13.0,2016-07-24,3,4,3,3
67299,67299,67299,273569,desktop,19441,10,16.0,2016-07-28,4,4,4,3
67300,67300,67300,273569,desktop,42628,10,20.0,2016-08-01,4,4,4,3
67301,67301,67301,273569,desktop,25530,10,24.0,2016-08-05,4,2,4,3
67302,67302,67302,273569,desktop,20509,10,28.0,2016-08-07,9999,9999,2,3
