,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
75090,75090,75090,305242,desktop,17157,10,0.0,2016-02-01,4,3,4,3
75091,75091,75091,305242,desktop,12457,10,4.0,2016-02-04,3,1,3,3
75092,75092,75092,305242,mobile,12577,10,7.0,2016-02-05,1,3,1,3
75093,75093,75093,305242,tablet,45466,10,8.0,2016-02-08,3,3,3,3
75094,75094,75094,305242,tablet,60441,10,11.0,2016-02-11,3,2,3,3
75095,75095,75095,305242,mobile,45025,10,14.0,2016-02-13,2,2,2,3
75096,75096,75096,305242,mobile,36020,10,16.0,2016-02-15,2,1,2,3
75097,75097,75097,305242,mobile,15564,10,18.0,2016-02-16,1,2,1,3
75098,75098,75098,305242,mobile,51238,10,19.0,2016-02-18,2,1,2,3
75099,75099,75099,305242,mobile,43436,10,21.0,2016-02-19,9999,9999,1,3
