,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
57575,57575,57575,233220,desktop,19771,10,0.0,2016-09-12,1,1,1,3
57576,57576,57576,233220,desktop,1910,10,1.0,2016-09-13,1,1,1,3
57577,57577,57577,233220,desktop,9278,10,2.0,2016-09-14,1,1,1,3
57578,57578,57578,233220,desktop,56872,10,3.0,2016-09-15,1,2,1,3
57579,57579,57579,233220,desktop,8766,10,4.0,2016-09-17,2,1,2,3
57580,57580,57580,233220,desktop,735,10,6.0,2016-09-18,1,1,1,3
57581,57581,57581,233220,desktop,40871,10,7.0,2016-09-19,1,1,1,3
57582,57582,57582,233220,desktop,22868,10,8.0,2016-09-20,1,1,1,3
57583,57583,57583,233220,desktop,19771,10,9.0,2016-09-21,1,2,1,3
57584,57584,57584,233220,desktop,36073,10,10.0,2016-09-23,9999,9999,2,3
