,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
91365,91365,91365,371629,desktop,19731,11,0.0,2016-10-02,2,2,2,4
91366,91366,91366,371629,tablet,35085,11,2.0,2016-10-04,2,2,2,4
91367,91367,91367,371629,desktop,48483,11,4.0,2016-10-06,2,1,2,4
91368,91368,91368,371629,desktop,11727,11,6.0,2016-10-07,1,1,1,4
91369,91369,91369,371629,desktop,44880,11,7.0,2016-10-08,1,1,1,4
91370,91370,91370,371629,desktop,9405,11,8.0,2016-10-09,1,1,1,4
91371,91371,91371,371629,desktop,44312,11,9.0,2016-10-10,1,1,1,4
91372,91372,91372,371629,desktop,46409,11,10.0,2016-10-11,1,2,1,4
91373,91373,91373,371629,desktop,18063,11,11.0,2016-10-13,2,1,2,4
91374,91374,91374,371629,tablet,65322,11,13.0,2016-10-14,1,1,1,4
91375,91375,91375,371629,tablet,0,11,14.0,2016-10-15,9999,9999,1,4
