,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
90611,90611,90611,368789,desktop,64876,18,0.0,2016-04-05,3,3,3,4
90612,90612,90612,368789,desktop,55128,18,3.0,2016-04-08,3,2,3,4
90613,90613,90613,368789,mobile,40521,18,6.0,2016-04-10,2,2,2,4
90614,90614,90614,368789,mobile,699,18,8.0,2016-04-12,2,3,2,4
90615,90615,90615,368789,desktop,56498,18,10.0,2016-04-15,3,2,3,4
90616,90616,90616,368789,desktop,17127,18,13.0,2016-04-17,2,2,2,4
90617,90617,90617,368789,desktop,6788,18,15.0,2016-04-19,2,3,2,4
90618,90618,90618,368789,desktop,9608,18,17.0,2016-04-22,3,4,3,4
90619,90619,90619,368789,desktop,64876,18,20.0,2016-04-26,4,2,4,4
90620,90620,90620,368789,desktop,382,18,24.0,2016-04-28,2,1,2,4
90621,90621,90621,368789,mobile,64876,18,26.0,2016-04-29,1,1,1,4
90622,90622,90622,368789,mobile,64876,18,27.0,2016-04-30,1,1,1,4
90623,90623,90623,368789,desktop,27214,18,28.0,2016-05-01,1,1,1,4
90624,90624,90624,368789,desktop,56475,18,29.0,2016-05-02,1,1,1,4
90625,90625,90625,368789,desktop,56475,18,30.0,2016-05-03,1,1,1,4
90626,90626,90626,368789,mobile,64876,18,31.0,2016-05-04,1,2,1,4
90627,90627,90627,368789,desktop,64876,18,32.0,2016-05-06,2,1,2,4
90628,90628,90628,368789,desktop,12105,18,34.0,2016-05-07,9999,9999,1,4
