,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
70012,70012,70012,284461,desktop,3915,12,0.0,2016-02-16,3,3,3,4
70013,70013,70013,284461,desktop,34906,12,3.0,2016-02-19,3,2,3,4
70014,70014,70014,284461,mobile,27701,12,6.0,2016-02-21,2,1,2,4
70015,70015,70015,284461,mobile,57231,12,8.0,2016-02-22,1,3,1,4
70016,70016,70016,284461,desktop,57231,12,9.0,2016-02-25,3,2,3,4
70017,70017,70017,284461,desktop,7607,12,12.0,2016-02-27,184,184,2,4
70018,70018,70018,284461,desktop,10564,12,196.0,2016-08-29,2,3,2,4
70019,70019,70019,284461,desktop,20604,12,198.0,2016-09-01,3,3,3,4
70020,70020,70020,284461,desktop,33634,12,201.0,2016-09-04,3,2,3,4
70021,70021,70021,284461,desktop,21671,12,204.0,2016-09-06,2,2,2,4
70022,70022,70022,284461,desktop,48519,12,206.0,2016-09-08,2,2,2,4
70023,70023,70023,284461,desktop,61020,12,208.0,2016-09-10,9999,9999,2,4
