,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
75515,75515,75515,307029,desktop,60222,16,0.0,2016-03-05,2,2,2,4
75516,75516,75516,307029,desktop,60222,16,2.0,2016-03-07,2,2,2,4
75517,75517,75517,307029,desktop,50957,16,4.0,2016-03-09,2,1,2,4
75518,75518,75518,307029,desktop,0,16,6.0,2016-03-10,69,70,1,4
75519,75519,75519,307029,desktop,18417,16,75.0,2016-05-19,2,2,2,4
75520,75520,75520,307029,desktop,66648,16,77.0,2016-05-21,2,2,2,4
75521,75521,75521,307029,desktop,21555,16,79.0,2016-05-23,2,2,2,4
75522,75522,75522,307029,desktop,26235,16,81.0,2016-05-25,2,3,2,4
75523,75523,75523,307029,desktop,13530,16,83.0,2016-05-28,3,4,3,4
75524,75524,75524,307029,mobile,3763,16,86.0,2016-06-01,4,3,4,4
75525,75525,75525,307029,desktop,46854,16,90.0,2016-06-04,3,2,3,4
75526,75526,75526,307029,desktop,2748,16,93.0,2016-06-06,2,1,2,4
75527,75527,75527,307029,mobile,41524,16,95.0,2016-06-07,1,2,1,4
75528,75528,75528,307029,desktop,29251,16,96.0,2016-06-09,2,2,2,4
75529,75529,75529,307029,desktop,51746,16,98.0,2016-06-11,2,2,2,4
75530,75530,75530,307029,desktop,11115,16,100.0,2016-06-13,9999,9999,2,4
