,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
89006,89006,89006,362798,mobile,56582,11,0.0,2016-06-15,1,1,1,4
89007,89007,89007,362798,mobile,40776,11,1.0,2016-06-16,1,2,1,4
89008,89008,89008,362798,mobile,56582,11,2.0,2016-06-18,2,1,2,4
89009,89009,89009,362798,mobile,56582,11,4.0,2016-06-19,2,2,1,4
89010,89010,89010,362798,mobile,53434,11,6.0,2016-06-21,1,1,1,4
89011,89011,89011,362798,mobile,53434,11,7.0,2016-06-22,1,1,1,4
89012,89012,89012,362798,mobile,53434,11,8.0,2016-06-23,1,1,1,4
89013,89013,89013,362798,mobile,53434,11,9.0,2016-06-24,1,1,1,4
89014,89014,89014,362798,mobile,46794,11,10.0,2016-06-25,1,1,1,4
89015,89015,89015,362798,mobile,32392,11,11.0,2016-06-26,1,1,1,4
89016,89016,89016,362798,mobile,32392,11,12.0,2016-06-27,9999,9999,1,4
