,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
86303,86303,86303,351953,desktop,25887,24,0.0,2016-06-23,2,2,2,4
86304,86304,86304,351953,desktop,39260,24,2.0,2016-06-25,4,4,2,4
86305,86305,86305,351953,desktop,29977,24,6.0,2016-06-29,2,3,2,4
86306,86306,86306,351953,desktop,61320,24,8.0,2016-07-02,3,2,3,4
86307,86307,86307,351953,desktop,46958,24,11.0,2016-07-04,2,2,2,4
86308,86308,86308,351953,desktop,27558,24,13.0,2016-07-06,2,3,2,4
86309,86309,86309,351953,desktop,834,24,15.0,2016-07-09,3,2,3,4
86310,86310,86310,351953,desktop,43089,24,18.0,2016-07-11,2,2,2,4
86311,86311,86311,351953,desktop,0,24,20.0,2016-07-13,4,5,2,4
86312,86312,86312,351953,desktop,657,24,24.0,2016-07-18,3,2,3,4
86313,86313,86313,351953,desktop,10994,24,27.0,2016-07-20,2,1,2,4
86314,86314,86314,351953,desktop,47700,24,29.0,2016-07-21,1,4,1,4
86315,86315,86315,351953,desktop,55763,24,30.0,2016-07-25,4,5,4,4
86316,86316,86316,351953,desktop,58741,24,34.0,2016-07-30,5,3,5,4
86317,86317,86317,351953,desktop,61678,24,39.0,2016-08-02,3,2,3,4
86318,86318,86318,351953,desktop,8491,24,42.0,2016-08-04,2,2,2,4
86319,86319,86319,351953,desktop,61678,24,44.0,2016-08-06,2,5,2,4
86320,86320,86320,351953,desktop,28483,24,46.0,2016-08-11,5,3,5,4
86321,86321,86321,351953,desktop,38108,24,51.0,2016-08-14,3,5,3,4
86322,86322,86322,351953,desktop,59535,24,54.0,2016-08-19,5,4,5,4
86323,86323,86323,351953,desktop,59535,24,59.0,2016-08-23,4,4,4,4
86324,86324,86324,351953,desktop,64496,24,63.0,2016-08-27,4,5,4,4
86325,86325,86325,351953,desktop,23243,24,67.0,2016-09-01,5,5,5,4
86326,86326,86326,351953,desktop,33034,24,72.0,2016-09-06,9999,9999,5,4
