,checkin,city_id
26416,0.0,36063
26417,1.0,36063
26418,2.0,36063
26419,3.0,36063
26420,5.0,36063
26421,6.0,36063
26422,7.0,36063
26423,8.0,36063
26424,9.0,36063
26425,10.0,36063
26426,11.0,0
26427,13.0,36063
26428,15.0,36063
26429,16.0,36063
26430,17.0,36063
26431,18.0,0
26432,32.0,36063
26433,33.0,36063
26434,34.0,36063
26435,35.0,36063
26436,36.0,36063
26437,75.0,36063
26438,76.0,36063
26439,77.0,36063
26440,78.0,36063
26441,79.0,36063
26442,128.0,36063
26443,129.0,36063
26444,130.0,36063
26445,131.0,36063
26446,132.0,36063
26447,133.0,36063
26448,134.0,36063
26449,136.0,36063
26450,137.0,36063
26451,138.0,36063
26452,139.0,36063
26453,140.0,36063
26454,158.0,36063
26455,159.0,36063
26456,160.0,36063
26457,161.0,0
26458,165.0,36063
26459,166.0,36063
26460,170.0,36063
26461,171.0,36063
26462,172.0,36063
26463,176.0,36063
26464,177.0,36063
26465,178.0,36063
26466,179.0,36063
26467,180.0,36063
26468,181.0,36063
26469,183.0,36063
26470,184.0,36063
26471,185.0,36063
26472,186.0,36063
26473,218.0,36063
26474,219.0,36063
26475,220.0,36063
26476,221.0,36063
26477,222.0,36063
26478,223.0,36063
