,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
87963,87963,87963,358884,desktop,60632,13,0.0,2016-04-18,1,1,1,4
87964,87964,87964,358884,mobile,10994,13,1.0,2016-04-19,1,1,1,4
87965,87965,87965,358884,mobile,54901,13,2.0,2016-04-20,1,1,1,4
87966,87966,87966,358884,mobile,58135,13,3.0,2016-04-21,1,1,1,4
87967,87967,87967,358884,mobile,20468,13,4.0,2016-04-22,132,133,1,4
87968,87968,87968,358884,mobile,15990,13,136.0,2016-09-02,2,2,2,4
87969,87969,87969,358884,mobile,2612,13,138.0,2016-09-04,2,2,2,4
87970,87970,87970,358884,mobile,37874,13,140.0,2016-09-06,2,3,2,4
87971,87971,87971,358884,mobile,0,13,142.0,2016-09-09,102,100,3,4
87972,87972,87972,358884,mobile,55284,13,244.0,2016-12-18,1,1,1,4
87973,87973,87973,358884,mobile,17438,13,245.0,2016-12-19,1,1,1,4
87974,87974,87974,358884,mobile,43524,13,246.0,2016-12-20,1,2,1,4
87975,87975,87975,358884,mobile,33057,13,247.0,2016-12-22,9999,9999,2,4
