,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
44994,44994,44994,180611,desktop,20345,19,0.0,2016-09-15,2,1,2,4
44995,44995,44995,180611,desktop,11920,19,2.0,2016-09-16,1,3,1,4
44996,44996,44996,180611,desktop,66667,19,3.0,2016-09-19,3,2,3,4
44997,44997,44997,180611,desktop,61798,19,6.0,2016-09-21,2,1,2,4
44998,44998,44998,180611,desktop,44908,19,8.0,2016-09-22,1,1,1,4
44999,44999,44999,180611,tablet,47747,19,9.0,2016-09-23,1,3,1,4
45000,45000,45000,180611,tablet,4345,19,10.0,2016-09-26,3,1,3,4
45001,45001,45001,180611,desktop,55923,19,13.0,2016-09-27,1,2,1,4
45002,45002,45002,180611,desktop,0,19,14.0,2016-09-29,126,125,2,4
45003,45003,45003,180611,desktop,25855,19,140.0,2017-02-01,1,1,1,4
45004,45004,45004,180611,desktop,24323,19,141.0,2017-02-02,1,2,1,4
45005,45005,45005,180611,desktop,13727,19,142.0,2017-02-04,2,1,2,4
45006,45006,45006,180611,desktop,42219,19,144.0,2017-02-05,1,2,1,4
45007,45007,45007,180611,desktop,43381,19,145.0,2017-02-07,2,2,2,4
45008,45008,45008,180611,desktop,56345,19,147.0,2017-02-09,2,2,2,4
45009,45009,45009,180611,desktop,47408,19,149.0,2017-02-11,2,2,2,4
45010,45010,45010,180611,desktop,63036,19,151.0,2017-02-13,2,1,2,4
45011,45011,45011,180611,desktop,58374,19,153.0,2017-02-14,1,1,1,4
45012,45012,45012,180611,desktop,25855,19,154.0,2017-02-15,9999,9999,1,4
