,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
42614,42614,42614,170915,desktop,34990,14,0.0,2016-08-17,1,1,1,4
42615,42615,42615,170915,desktop,58198,14,1.0,2016-08-18,1,1,1,4
42616,42616,42616,170915,desktop,65934,14,2.0,2016-08-19,1,1,1,4
42617,42617,42617,170915,desktop,3322,14,3.0,2016-08-20,1,1,1,4
42618,42618,42618,170915,desktop,3057,14,4.0,2016-08-21,1,1,1,4
42619,42619,42619,170915,desktop,11967,14,5.0,2016-08-22,1,1,1,4
42620,42620,42620,170915,desktop,42060,14,6.0,2016-08-23,1,1,1,4
42621,42621,42621,170915,mobile,3036,14,7.0,2016-08-24,1,1,1,4
42622,42622,42622,170915,mobile,39043,14,8.0,2016-08-25,1,1,1,4
42623,42623,42623,170915,desktop,1046,14,9.0,2016-08-26,172,174,1,4
42624,42624,42624,170915,mobile,12841,14,181.0,2017-02-16,3,3,3,4
42625,42625,42625,170915,mobile,19765,14,184.0,2017-02-19,3,5,3,4
42626,42626,42626,170915,mobile,54603,14,187.0,2017-02-24,5,2,5,4
42627,42627,42627,170915,mobile,56590,14,192.0,2017-02-26,9999,9999,2,4
