,time,event
38029,0.0,3763
38030,4.0,20514
38031,5.0,51291
38032,10.0,66648
38033,11.0,47389
38034,12.0,30520
38035,13.0,18417
38036,14.0,66648
38037,15.0,60002
38038,16.0,41880
38039,17.0,14892
38040,20.0,64876
38041,25.0,3763
38042,42.0,1909
38043,44.0,42680
38044,45.0,64692
38045,46.0,40567
38046,48.0,1046
38047,49.0,13530
38048,51.0,36063
38049,53.0,43306
38050,55.0,17127
38051,57.0,34672
38052,59.0,52703
38053,60.0,19333
38054,61.0,3044
38055,63.0,36063
38056,68.0,42622
38057,69.0,4476
38058,70.0,41193
38059,71.0,8725
38060,72.0,0
