,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
12995,12995,12995,51264,mobile,47360,12,0.0,2016-04-04,1,1,1,4
12996,12996,12996,51264,mobile,65183,12,1.0,2016-04-05,1,2,1,4
12997,12997,12997,51264,mobile,64876,12,2.0,2016-04-07,2,2,2,4
12998,12998,12998,51264,mobile,9608,12,4.0,2016-04-09,72,71,2,4
12999,12999,12999,51264,mobile,8935,12,76.0,2016-06-19,1,1,1,4
13000,13000,13000,51264,mobile,14021,12,77.0,2016-06-20,1,1,1,4
13001,13001,13001,51264,mobile,64155,12,78.0,2016-06-21,1,1,1,4
13002,13002,13002,51264,mobile,39969,12,79.0,2016-06-22,1,1,1,4
13003,13003,13003,51264,mobile,55990,12,80.0,2016-06-23,1,1,1,4
13004,13004,13004,51264,mobile,5754,12,81.0,2016-06-24,1,1,1,4
13005,13005,13005,51264,mobile,4128,12,82.0,2016-06-25,1,1,1,4
13006,13006,13006,51264,mobile,47759,12,83.0,2016-06-26,9999,9999,1,4
