,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
81631,81631,81631,332808,desktop,19771,14,0.0,2016-09-26,1,2,1,4
81632,81632,81632,332808,desktop,60966,14,1.0,2016-09-28,2,1,2,4
81633,81633,81633,332808,desktop,66777,14,3.0,2016-09-29,1,1,1,4
81634,81634,81634,332808,desktop,36073,14,4.0,2016-09-30,1,1,1,4
81635,81635,81635,332808,desktop,12029,14,5.0,2016-10-01,1,1,1,4
81636,81636,81636,332808,desktop,52517,14,6.0,2016-10-02,1,2,1,4
81637,81637,81637,332808,desktop,45682,14,7.0,2016-10-04,2,1,2,4
81638,81638,81638,332808,desktop,46883,14,9.0,2016-10-05,1,2,1,4
81639,81639,81639,332808,desktop,22868,14,10.0,2016-10-07,2,1,2,4
81640,81640,81640,332808,desktop,16642,14,12.0,2016-10-08,1,2,1,4
81641,81641,81641,332808,desktop,8766,14,13.0,2016-10-10,2,2,2,4
81642,81642,81642,332808,desktop,56872,14,15.0,2016-10-12,2,1,2,4
81643,81643,81643,332808,desktop,1910,14,17.0,2016-10-13,1,1,1,4
81644,81644,81644,332808,desktop,60143,14,18.0,2016-10-14,9999,9999,1,4
