,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
28758,28758,28758,116898,desktop,53679,16,0.0,2016-01-19,1,1,1,4
28759,28759,28759,116898,desktop,9871,16,1.0,2016-01-20,1,1,1,4
28760,28760,28760,116898,desktop,61017,16,2.0,2016-01-21,1,1,1,4
28761,28761,28761,116898,desktop,25762,16,3.0,2016-01-22,32,32,1,4
28762,28762,28762,116898,desktop,20499,16,35.0,2016-02-23,1,1,1,4
28763,28763,28763,116898,desktop,28113,16,36.0,2016-02-24,1,1,1,4
28764,28764,28764,116898,desktop,25762,16,37.0,2016-02-25,1,1,1,4
28765,28765,28765,116898,desktop,24426,16,38.0,2016-02-26,53,53,1,4
28766,28766,28766,116898,desktop,44869,16,91.0,2016-04-19,1,1,1,4
28767,28767,28767,116898,desktop,20377,16,92.0,2016-04-20,1,1,1,4
28768,28768,28768,116898,desktop,56374,16,93.0,2016-04-21,1,1,1,4
28769,28769,28769,116898,desktop,21970,16,94.0,2016-04-22,25,25,1,4
28770,28770,28770,116898,desktop,49664,16,119.0,2016-05-17,1,1,1,4
28771,28771,28771,116898,desktop,53445,16,120.0,2016-05-18,1,1,1,4
28772,28772,28772,116898,desktop,67353,16,121.0,2016-05-19,1,1,1,4
28773,28773,28773,116898,desktop,0,16,122.0,2016-05-20,9999,9999,1,4
