,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
95571,95571,95571,388897,mobile,1859,19,0.0,2016-05-30,78,77,2,4
95572,95572,95572,388897,mobile,17157,19,78.0,2016-08-15,1,1,1,4
95573,95573,95573,388897,mobile,17157,19,79.0,2016-08-16,51,52,1,4
95574,95574,95574,388897,mobile,63841,19,130.0,2016-10-07,2,2,2,4
95575,95575,95575,388897,mobile,14919,19,132.0,2016-10-09,2,1,2,4
95576,95576,95576,388897,mobile,14919,19,134.0,2016-10-10,1,3,1,4
95577,95577,95577,388897,mobile,43608,19,135.0,2016-10-13,3,4,3,4
95578,95578,95578,388897,mobile,23434,19,138.0,2016-10-17,4,3,4,4
95579,95579,95579,388897,mobile,14623,19,142.0,2016-10-20,3,1,3,4
95580,95580,95580,388897,mobile,11757,19,145.0,2016-10-21,1,1,1,4
95581,95581,95581,388897,mobile,11757,19,146.0,2016-10-22,58,58,1,4
95582,95582,95582,388897,mobile,26436,19,204.0,2016-12-19,1,2,1,4
95583,95583,95583,388897,mobile,26436,19,205.0,2016-12-21,2,2,2,4
95584,95584,95584,388897,mobile,67182,19,207.0,2016-12-23,2,3,2,4
95585,95585,95585,388897,mobile,3606,19,209.0,2016-12-26,3,3,3,4
95586,95586,95586,388897,mobile,62135,19,212.0,2016-12-29,3,4,3,4
95587,95587,95587,388897,desktop,22740,19,215.0,2017-01-02,4,2,4,4
95588,95588,95588,388897,mobile,13861,19,219.0,2017-01-04,2,1,2,4
95589,95589,95589,388897,mobile,0,19,221.0,2017-01-05,9999,9999,1,4
