,Unnamed: 0,Unnamed: 0.1,user_id,device_class,city_id,nr_trips,checkin,checkout,diff_checkin,diff_checkout,diff_inout,label
18577,18577,18577,73992,desktop,29319,12,0.0,2016-08-09,3,1,3,4
18578,18578,18578,73992,desktop,41009,12,3.0,2016-08-10,1,1,1,4
18579,18579,18579,73992,desktop,58413,12,4.0,2016-08-11,1,1,1,4
18580,18580,18580,73992,desktop,49722,12,5.0,2016-08-12,1,2,1,4
18581,18581,18581,73992,desktop,65322,12,6.0,2016-08-14,2,1,2,4
18582,18582,18582,73992,mobile,18063,12,8.0,2016-08-15,1,2,1,4
18583,18583,18583,73992,mobile,7761,12,9.0,2016-08-17,2,3,2,4
18584,18584,18584,73992,desktop,23921,12,11.0,2016-08-20,3,1,3,4
18585,18585,18585,73992,desktop,44312,12,14.0,2016-08-21,1,1,1,4
18586,18586,18586,73992,desktop,45378,12,15.0,2016-08-22,1,1,1,4
18587,18587,18587,73992,desktop,31328,12,16.0,2016-08-23,1,3,1,4
18588,18588,18588,73992,desktop,0,12,17.0,2016-08-26,9999,9999,3,4
